file,building,photographer,licence,commons_page,direct_url,width,height
20_Banqueting_House.jpg,Banqueting House,Thomas Forster (1672 - 1722) – Artist (British)  Died in London. Details on Google Art Project,Public domain,"https://commons.wikimedia.org/wiki/File:Thomas_Forster_-_Banqueting_House,_Whitehall_-_Google_Art_Project.jpg",https://upload.wikimedia.org/wikipedia/commons/3/33/Thomas_Forster_-_Banqueting_House%2C_Whitehall_-_Google_Art_Project.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,6620,4908
21_St_Pauls_Cathedral.jpg,St Pauls Cathedral,Colin,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:St_Paul%27s_Cathedral_Dome_from_One_New_Change.jpg,https://upload.wikimedia.org/wikipedia/commons/2/26/St_Paul%27s_Cathedral_Dome_from_One_New_Change.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,23594,11241
22_Royal_Hospital_Chelsea.jpg,Royal Hospital Chelsea,Txllxt TxllxT,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:London_-_East_Road_-_View_SW_on_Light_Horse_Court,_Royal_Hospital_Chelsea_1681-92_by_Sir_Christopher_Wren.jpg",https://upload.wikimedia.org/wikipedia/commons/9/92/London_-_East_Road_-_View_SW_on_Light_Horse_Court%2C_Royal_Hospital_Chelsea_1681-92_by_Sir_Christopher_Wren.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,5984,3988
23_Chatsworth_House.jpg,Chatsworth House,Paste (talk),CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Chatsworth_House_in_April.jpg,https://upload.wikimedia.org/wikipedia/commons/7/70/Chatsworth_House_in_April.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,2592,1944
24_Castle_Howard.jpg,Castle Howard,Tilman2007,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Castle_Howard_20060729_001.jpg,https://upload.wikimedia.org/wikipedia/commons/7/70/Castle_Howard_20060729_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,5656,4242
25_Blenheim_Palace.jpg,Blenheim Palace,Balon Greyjoy,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Blenheim_-_Blenheim_Palace_-_20210417122945.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f1/Blenheim_-_Blenheim_Palace_-_20210417122945.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,5760,3840
26_Christ_Church_Spitalfields.jpg,Christ Church Spitalfields,Diliff,CC BY-SA 3.0,"https://commons.wikimedia.org/wiki/File:Christ_Church_exterior,_Spitalfields,_London,_UK_-_Diliff.jpg",https://upload.wikimedia.org/wikipedia/commons/d/d1/Christ_Church_exterior%2C_Spitalfields%2C_London%2C_UK_-_Diliff.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,3520,6447
27_Chiswick_House.jpg,Chiswick House,Tilman2007,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:1079607_I_CHISWICK_HOUSE_Hounslow_London_20250611_0003.jpg,https://upload.wikimedia.org/wikipedia/commons/7/77/1079607_I_CHISWICK_HOUSE_Hounslow_London_20250611_0003.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,8409,5504
29_Strawberry_Hill.jpg,Strawberry Hill,Rijksmuseum,CC0,"https://commons.wikimedia.org/wiki/File:Bibliotheek_van_Strawberry_Hill_te_Twickenham_Library_at_Strawberry_Hill_(titel_op_object),_RP-P-2015-26-1367.jpg",https://upload.wikimedia.org/wikipedia/commons/9/96/Bibliotheek_van_Strawberry_Hill_te_Twickenham_Library_at_Strawberry_Hill_%28titel_op_object%29%2C_RP-P-2015-26-1367.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,5388,4148
30_Royal_Crescent_Bath.jpg,Royal Crescent Bath,Bärbel Miemietz,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:2023-09-15_Bath_Royal_Crescent_01.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d3/2023-09-15_Bath_Royal_Crescent_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,6000,4000
31_Somerset_House.jpg,Somerset House,Txllxt TxllxT,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:London_-_South_Bank_-_Jubilee_Walkway_-_View_NW_towards_Waterloo_Bridge_1945_%26_Somerset_House_1776_(enlarged_in_1831_%26_1856)_by_Neoclassical_architect_Sir_William_Chambers.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bf/London_-_South_Bank_-_Jubilee_Walkway_-_View_NW_towards_Waterloo_Bridge_1945_%26_Somerset_House_1776_%28enlarged_in_1831_%26_1856%29_by_Neoclassical_architect_Sir_William_Chambers.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,6040,4032
32_The_Iron_Bridge.jpg,The Iron Bridge,Colin,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Ironbridge_2014.jpg,https://upload.wikimedia.org/wikipedia/commons/8/82/Ironbridge_2014.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,14095,7263
33_Royal_Pavilion.jpg,Royal Pavilion,Qmin,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Brighton_royal_pavilion_Qmin.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7f/Brighton_royal_pavilion_Qmin.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,5112,3192
34_British_Museum.jpg,British Museum,Daderot,CC0,"https://commons.wikimedia.org/wiki/File:Section_of_collapsed_facade,_Meonstoke,_constructed_in_the_early_300s,_collapsed_soon_after_353_AD_-_British_Museum_-_DSC01402.jpg",https://upload.wikimedia.org/wikipedia/commons/7/77/Section_of_collapsed_facade%2C_Meonstoke%2C_constructed_in_the_early_300s%2C_collapsed_soon_after_353_AD_-_British_Museum_-_DSC01402.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,5472,3506
35_Cumberland_Terrace.jpg,Cumberland Terrace,CVB,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Cumberland_Terrace_2012.JPG,https://upload.wikimedia.org/wikipedia/commons/f/fb/Cumberland_Terrace_2012.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,4608,3072
36_Palace_of_Westminster.jpg,Palace of Westminster,Photograph by Mike Peel (www.mikepeel.net).,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:At_London_2025_569_-_Westminster_Bridge_with_Palace_of_Westminster.jpg,https://upload.wikimedia.org/wikipedia/commons/7/70/At_London_2025_569_-_Westminster_Bridge_with_Palace_of_Westminster.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,6960,4640
37_Red_House.jpg,Red House,k7hpn,CC BY 4.0,"https://commons.wikimedia.org/wiki/File:Red_House,_Bexleyheath_-_2025-08-23.jpg",https://upload.wikimedia.org/wikipedia/commons/8/83/Red_House%2C_Bexleyheath_-_2025-08-23.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,5568,3712
38_Crossness.jpg,Crossness,JRennocks,CC BY 4.0,https://commons.wikimedia.org/wiki/File:Crossness_Pumping_Station.jpg,https://upload.wikimedia.org/wikipedia/commons/6/64/Crossness_Pumping_Station.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,5312,2988
39_St_Pancras.jpg,St Pancras,"Ad Meskens
You are free to use this picture for any purpose as long as you credit its author, Ad Meskens.
Example:  © Ad Meskens / Wikimedia Commons
  If you use this work outside of the Wikimedia projects, a message or a copy is very much appreciated.

	This image is not in the public domain. A statement such as ""From Wikimedia Commons"" or similar is not by itself sufficient. If you do not provide clear attribution to the author you do not comply with the terms of the file's license and you may not use this file. If you are unable or unwilling to provide attribution you should contact Ad Meskens to negotiate a different license.",CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:London_St_Pancras_Railway_Station_and_hotel_16.jpg,https://upload.wikimedia.org/wikipedia/commons/a/aa/London_St_Pancras_Railway_Station_and_hotel_16.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,5184,3888
40_Manchester_Town_Hall.jpg,Manchester Town Hall,Michael D Beckwith,CC0,https://commons.wikimedia.org/wiki/File:Manchester_Town_Hall_Exterior.jpg,https://upload.wikimedia.org/wikipedia/commons/8/88/Manchester_Town_Hall_Exterior.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,5792,8688
41_Cragside.jpg,Cragside,ThomasL4321,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Cragside_House_with_trees.jpg,https://upload.wikimedia.org/wikipedia/commons/6/61/Cragside_House_with_trees.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,4032,3024
42_Natural_History_Museum.jpg,Natural History Museum,Daniel Lu (User:dllu),CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Natural_History_Museum_London_front_facade_2025_dllu.jpg,https://upload.wikimedia.org/wikipedia/commons/3/30/Natural_History_Museum_London_front_facade_2025_dllu.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,7752,7846
43_Tower_Bridge.jpg,Tower Bridge,Aleem Yousaf,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:HMS_Belfast_and_Tower_Bridge_before_sunrise.jpg,https://upload.wikimedia.org/wikipedia/commons/9/93/HMS_Belfast_and_Tower_Bridge_before_sunrise.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,6964,3004
44_Michelin_House.jpg,Michelin House,"Fred Romero from Paris, France",CC BY 2.0,https://commons.wikimedia.org/wiki/File:London_-_Michelin_House_(1).jpg,https://upload.wikimedia.org/wikipedia/commons/b/b2/London_-_Michelin_House_%281%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,5184,3456
45_Battersea_Power_Station.jpg,Battersea Power Station,"Aurelien Guichard from London, United Kingdom",CC BY-SA 2.0,"https://commons.wikimedia.org/wiki/File:Battersea_Power_Station,_London-22May2010.jpg",https://upload.wikimedia.org/wikipedia/commons/9/9a/Battersea_Power_Station%2C_London-22May2010.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,5616,3744
46_De_La_Warr_Pavilion.jpg,De La Warr Pavilion,Chris Mole,CC BY 2.0,"https://commons.wikimedia.org/wiki/File:De_La_Warr_Pavilion_bandstand,_Bexhill.jpg",https://upload.wikimedia.org/wikipedia/commons/e/ef/De_La_Warr_Pavilion_bandstand%2C_Bexhill.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,8192,5464
47_Royal_Festival_Hall.jpg,Royal Festival Hall,Colin Smith,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:London_-_Royal_Festival_Hall_-_geograph.org.uk_-_7488750.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5b/London_-_Royal_Festival_Hall_-_geograph.org.uk_-_7488750.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,5152,3864
48_Park_Hill.jpg,Park Hill,Colin Park,CC BY-SA 2.0,"https://commons.wikimedia.org/wiki/File:Park_Hill_Flats,_Sheffield_-_geograph.org.uk_-_7064783.jpg",https://upload.wikimedia.org/wikipedia/commons/6/63/Park_Hill_Flats%2C_Sheffield_-_geograph.org.uk_-_7064783.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,5184,2912
49_National_Theatre.jpg,National Theatre,Txllxt TxllxT,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:London_-_South_Bank_-_Jubilee_Walkway_-_View_ENE_along_Royal_National_Theatre_1976_by_Sir_Denys_Lasdun_and_Peter_Softley.jpg,https://upload.wikimedia.org/wikipedia/commons/9/93/London_-_South_Bank_-_Jubilee_Walkway_-_View_ENE_along_Royal_National_Theatre_1976_by_Sir_Denys_Lasdun_and_Peter_Softley.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,5984,3988
50_Lloyds_Building.jpg,Lloyds Building,Choinowski,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Lloyd%27s_building_in_City_of_London.jpg,https://upload.wikimedia.org/wikipedia/commons/7/70/Lloyd%27s_building_in_City_of_London.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,5472,3648
65_Broadway_Tower.jpg,Broadway Tower,The author is Newton2 (cropped by Yummifruitbat),CC BY 2.5,https://commons.wikimedia.org/wiki/File:Broadway_tower_edit.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cb/Broadway_tower_edit.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,
66_House_in_the_Clouds.jpg,House in the Clouds,Unknown,CC BY-SA 2.0,"https://commons.wikimedia.org/wiki/File:The_House_in_the_Clouds,_Thorpeness.jpg",https://upload.wikimedia.org/wikipedia/commons/e/ee/The_House_in_the_Clouds%2C_Thorpeness.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,
67_Beach_Lighthouse__Fleetwood.jpg,Beach Lighthouse  Fleetwood,Tom Richardson,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Fleetwood_lower_lighthouse_-_geograph.org.uk_-_1081893.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1a/Fleetwood_lower_lighthouse_-_geograph.org.uk_-_1081893.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,
70_Young_V_A__Bethnal_Green.jpg,Young V A Bethnal Green,David Hawgood,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:V%26A_Museum_of_Childhood.jpg,https://upload.wikimedia.org/wikipedia/commons/d/df/V%26A_Museum_of_Childhood.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,
